sample_id,flat_1024_alignscore,flat_overlap_alignscore,treesum_alignscore
823,0.0,0.0,0.0
827,0.0,0.0,0.0
834,0.0,0.0,0.0
837,0.0,0.0,0.0
839,0.0,0.0,0.0
840,0.0,0.0,0.0
842,0.0,0.0,0.0
848,0.0,0.0,0.0
856,0.0,0.0,0.0
864,0.0,0.0,0.0
871,0.0,0.0,0.0
873,0.0,0.0,0.0
876,0.0,0.0,0.0
885,0.0,0.0,0.0
888,0.0,0.0,0.0
895,0.0,0.0,0.0
898,0.0,0.0,0.0
912,0.0,0.0,0.0
913,0.0,0.0,0.0
916,0.0,0.0,0.0
929,0.0,0.0,0.0
934,0.0,0.0,0.0
937,0.0,0.0,0.0
938,0.0,0.0,0.0
940,0.0,0.0,0.0
944,0.0,0.0,0.0
945,0.0,0.0,0.0
947,0.0,0.0,0.0
949,0.0,0.0,0.0
962,0.0,0.0,0.0
970,0.0,0.0,0.0
979,0.0,0.0,0.0
982,0.0,0.0,0.0
988,0.0,0.0,0.0
991,0.0,0.0,0.0
994,0.0,0.0,0.0
1018,0.0,0.0,0.0
1020,0.0,0.0,0.0
1022,0.0,0.0,0.0
1030,0.0,0.0,0.0
1034,0.0,0.0,0.0
1036,0.0,0.0,0.0
1042,0.0,0.0,0.0
1044,0.0,0.0,0.0
1045,0.0,0.0,0.0
1051,0.0,0.0,0.0
1071,0.0,0.0,0.0
1072,0.0,0.0,0.0
1073,0.0,0.0,0.0
1083,0.0,0.0,0.0
1085,0.0,0.0,0.0
1092,0.0,0.0,0.0
1100,0.0,0.0,0.0
1111,0.0,0.0,0.0
1133,0.0,0.0,0.0
1143,0.0,0.0,0.0
1148,0.0,0.0,0.0
1165,0.0,0.0,0.0
1170,0.0,0.0,0.0
1184,0.0,0.0,0.0
1207,0.0,0.0,0.0
1208,0.0,0.0,0.0
1213,0.0,0.0,0.0
1220,0.0,0.0,0.0
1221,0.0,0.0,0.0
1222,0.0,0.0,0.0
1235,0.0,0.0,0.0
1242,0.0,0.0,0.0
1248,0.0,0.0,0.0
1251,0.0,0.0,0.0
1252,0.0,0.0,0.0
1253,0.0,0.0,0.0
1261,0.0,0.0,0.0
1266,0.0,0.0,0.0
1268,0.0,0.0,0.0
1273,0.0,0.0,0.0
1282,0.0,0.0,0.0
1286,0.0,0.0,0.0
1289,0.0,0.0,0.0
1292,0.0,0.0,0.0
1295,0.0,0.0,0.0
1297,0.0,0.0,0.0
1303,0.0,0.0,0.0
1304,0.0,0.0,0.0
1307,0.0,0.0,0.0
1310,0.0,0.0,0.0
1317,0.0,0.0,0.0
1323,0.0,0.0,0.0
1331,0.0,0.0,0.0
1332,0.0,0.0,0.0
1338,0.0,0.0,0.0
1341,0.0,0.0,0.0
1348,0.0,0.0,0.0
1352,0.0,0.0,0.0
1359,0.0,0.0,0.0
1362,0.0,0.0,0.0
1374,0.0,0.0,0.0
1390,0.0,0.0,0.0
1401,0.0,0.0,0.0
1423,0.0,0.0,0.0
1425,0.0,0.0,0.0
1435,0.0,0.0,0.0
1440,0.0,0.0,0.0
1442,0.0,0.0,0.0
1450,0.0,0.0,0.0
1462,0.0,0.0,0.0
1463,0.0,0.0,0.0
1469,0.0,0.0,0.0
1486,0.0,0.0,0.0
1488,0.0,0.0,0.0
1489,0.0,0.0,0.0
1503,0.0,0.0,0.0
1510,0.0,0.0,0.0
1516,0.0,0.0,0.0
1522,0.0,0.0,0.0
1536,0.0,0.0,0.0
1555,0.0,0.0,0.0
1557,0.0,0.0,0.0
1558,0.0,0.0,0.0
1559,0.0,0.0,0.0
1561,0.0,0.0,0.0
1565,0.0,0.0,0.0
1569,0.0,0.0,0.0
1571,0.0,0.0,0.0
1575,0.0,0.0,0.0
1577,0.0,0.0,0.0
1582,0.0,0.0,0.0
1590,0.0,0.0,0.0
1592,0.0,0.0,0.0
1614,0.0,0.0,0.0
1620,0.0,0.0,0.0
1624,0.0,0.0,0.0
1628,0.0,0.0,0.0
1629,0.0,0.0,0.0
1631,0.0,0.0,0.0
1633,0.0,0.0,0.0
1634,0.0,0.0,0.0
1647,0.0,0.0,0.0
1667,0.0,0.0,0.0
1673,0.0,0.0,0.0
1694,0.0,0.0,0.0
1702,0.0,0.0,0.0
1716,0.0,0.0,0.0
1720,0.0,0.0,0.0
1721,0.0,0.0,0.0
1725,0.0,0.0,0.0
1728,0.0,0.0,0.0
1733,0.0,0.0,0.0
1735,0.0,0.0,0.0
1737,0.0,0.0,0.0
1741,0.0,0.0,0.0
1746,0.0,0.0,0.0
1750,0.0,0.0,0.0
1751,0.0,0.0,0.0
1752,0.0,0.0,0.0
1755,0.0,0.0,0.0
1763,0.0,0.0,0.0
1772,0.0,0.0,0.0
1783,0.0,0.0,0.0
1785,0.0,0.0,0.0
1791,0.0,0.0,0.0
1792,0.0,0.0,0.0
1796,0.0,0.0,0.0
1797,0.0,0.0,0.0
1799,0.0,0.0,0.0
1804,0.0,0.0,0.0
1805,0.0,0.0,0.0
1806,0.0,0.0,0.0
1815,0.0,0.0,0.0
1822,0.0,0.0,0.0
1826,0.0,0.0,0.0
1828,0.0,0.0,0.0
1836,0.0,0.0,0.0
1840,0.0,0.0,0.0
1841,0.0,0.0,0.0
1848,0.0,0.0,0.0
1863,0.0,0.0,0.0
1864,0.0,0.0,0.0
1866,0.0,0.0,0.0
1875,0.0,0.0,0.0
1876,0.0,0.0,0.0
1885,0.0,0.0,0.0
1888,0.0,0.0,0.0
1894,0.0,0.0,0.0
1896,0.0,0.0,0.0
1905,0.0,0.0,0.0
1907,0.0,0.0,0.0
1912,0.0,0.0,0.0
1920,0.0,0.0,0.0
1924,0.0,0.0,0.0
1926,0.0,0.0,0.0
1936,0.0,0.0,0.0
1939,0.0,0.0,0.0
1949,0.0,0.0,0.0
1954,0.0,0.0,0.0
1955,0.0,0.0,0.0
1959,0.0,0.0,0.0
1960,0.0,0.0,0.0
1961,0.0,0.0,0.0
1964,0.0,0.0,0.0
1968,0.0,0.0,0.0
1973,0.0,0.0,0.0
1977,0.0,0.0,0.0
1989,0.0,0.0,0.0
1990,0.0,0.0,0.0
1993,0.0,0.0,0.0
1996,0.0,0.0,0.0
1997,0.0,0.0,0.0
1998,0.0,0.0,0.0
2001,0.0,0.0,0.0
2005,0.0,0.0,0.0
2006,0.0,0.0,0.0
2011,0.0,0.0,0.0
2016,0.0,0.0,0.0
2020,0.0,0.0,0.0
2025,0.0,0.0,0.0
2030,0.0,0.0,0.0
2032,0.0,0.0,0.0
2033,0.0,0.0,0.0
2036,0.0,0.0,0.0
2041,0.0,0.0,0.0
2044,0.0,0.0,0.0
2046,0.0,0.0,0.0
2051,0.0,0.0,0.0
2057,0.0,0.0,0.0
2059,0.0,0.0,0.0
2066,0.0,0.0,0.0
2067,0.0,0.0,0.0
2068,0.0,0.0,0.0
2086,0.0,0.0,0.0
2099,0.0,0.0,0.0
2116,0.0,0.0,0.0
2123,0.0,0.0,0.0
2131,0.0,0.0,0.0
2136,0.0,0.0,0.0
2139,0.0,0.0,0.0
2145,0.0,0.0,0.0
2152,0.0,0.0,0.0
2157,0.0,0.0,0.0
2162,0.0,0.0,0.0
2166,0.0,0.0,0.0
2167,0.0,0.0,0.0
2169,0.0,0.0,0.0
2171,0.0,0.0,0.0
2172,0.0,0.0,0.0
2174,0.0,0.0,0.0
2175,0.0,0.0,0.0
2176,0.0,0.0,0.0
2185,0.0,0.0,0.0
2187,0.0,0.0,0.0
2193,0.0,0.0,0.0
2198,0.0,0.0,0.0
2207,0.0,0.0,0.0
2211,0.0,0.0,0.0
2212,0.0,0.0,0.0
2219,0.0,0.0,0.0
2225,0.0,0.0,0.0
2230,0.0,0.0,0.0
2231,0.0,0.0,0.0
2235,0.0,0.0,0.0
2239,0.0,0.0,0.0
2247,0.0,0.0,0.0
2249,0.0,0.0,0.0
2253,0.0,0.0,0.0
2263,0.0,0.0,0.0
2265,0.0,0.0,0.0
2266,0.0,0.0,0.0
2271,0.0,0.0,0.0
2276,0.0,0.0,0.0
2277,0.0,0.0,0.0
2278,0.0,0.0,0.0
2279,0.0,0.0,0.0
2281,0.0,0.0,0.0
2282,0.0,0.0,0.0
2284,0.0,0.0,0.0
2286,0.0,0.0,0.0
2290,0.0,0.0,0.0
2308,0.0,0.0,0.0
2316,0.0,0.0,0.0
2318,0.0,0.0,0.0
2324,0.0,0.0,0.0
2329,0.0,0.0,0.0
2334,0.0,0.0,0.0
2336,0.0,0.0,0.0
2340,0.0,0.0,0.0
2350,0.0,0.0,0.0
2359,0.0,0.0,0.0
2360,0.0,0.0,0.0
2361,0.0,0.0,0.0
2364,0.0,0.0,0.0
2370,0.0,0.0,0.0
2385,0.0,0.0,0.0
2390,0.0,0.0,0.0
2393,0.0,0.0,0.0
2401,0.0,0.0,0.0
2404,0.0,0.0,0.0
2410,0.0,0.0,0.0
2422,0.0,0.0,0.0
2426,0.0,0.0,0.0
2430,0.0,0.0,0.0
2435,0.0,0.0,0.0
2444,0.0,0.0,0.0
2446,0.0,0.0,0.0
2452,0.0,0.0,0.0
2457,0.0,0.0,0.0
2460,0.0,0.0,0.0
2465,0.0,0.0,0.0
2470,0.0,0.0,0.0
2476,0.0,0.0,0.0
2478,0.0,0.0,0.0
2489,0.0,0.0,0.0
2491,0.0,0.0,0.0
2500,0.0,0.0,0.0
2501,0.0,0.0,0.0
2508,0.0,0.0,0.0
2511,0.0,0.0,0.0
2519,0.0,0.0,0.0
2525,0.0,0.0,0.0
2533,0.0,0.0,0.0
2542,0.0,0.0,0.0
2545,0.0,0.0,0.0
2548,0.0,0.0,0.0
2553,0.0,0.0,0.0
2555,0.0,0.0,0.0
2569,0.0,0.0,0.0
2571,0.0,0.0,0.0
2573,0.0,0.0,0.0
2576,0.0,0.0,0.0
2577,0.0,0.0,0.0
2584,0.0,0.0,0.0
2590,0.0,0.0,0.0
2591,0.0,0.0,0.0
2599,0.0,0.0,0.0
2619,0.0,0.0,0.0
2630,0.0,0.0,0.0
2639,0.0,0.0,0.0
2640,0.0,0.0,0.0
2648,0.0,0.0,0.0
2655,0.0,0.0,0.0
2656,0.0,0.0,0.0
2662,0.0,0.0,0.0
2672,0.0,0.0,0.0
2677,0.0,0.0,0.0
2681,0.0,0.0,0.0
2689,0.0,0.0,0.0
2701,0.0,0.0,0.0
2704,0.0,0.0,0.0
2706,0.0,0.0,0.0
2709,0.0,0.0,0.0
2710,0.0,0.0,0.0
2712,0.0,0.0,0.0
2721,0.0,0.0,0.0
2730,0.0,0.0,0.0
2732,0.0,0.0,0.0
2745,0.0,0.0,0.0
2751,0.0,0.0,0.0
2753,0.0,0.0,0.0
2755,0.0,0.0,0.0
2757,0.0,0.0,0.0
2764,0.0,0.0,0.0
2769,0.0,0.0,0.0
2779,0.0,0.0,0.0
2786,0.0,0.0,0.0
2787,0.0,0.0,0.0
2788,0.0,0.0,0.0
2791,0.0,0.0,0.0
2795,0.0,0.0,0.0
2808,0.0,0.0,0.0
2816,0.0,0.0,0.0
2817,0.0,0.0,0.0
2831,0.0,0.0,0.0
2844,0.0,0.0,0.0
2850,0.0,0.0,0.0
2859,0.0,0.0,0.0
2864,0.0,0.0,0.0
2866,0.0,0.0,0.0
2876,0.0,0.0,0.0
2881,0.0,0.0,0.0
2882,0.0,0.0,0.0
2897,0.0,0.0,0.0
2902,0.0,0.0,0.0
2906,0.0,0.0,0.0
2910,0.0,0.0,0.0
2931,0.0,0.0,0.0
2940,0.0,0.0,0.0
2956,0.0,0.0,0.0
2962,0.0,0.0,0.0
2963,0.0,0.0,0.0
2965,0.0,0.0,0.0
2967,0.0,0.0,0.0
2973,0.0,0.0,0.0
2983,0.0,0.0,0.0
2987,0.0,0.0,0.0
2988,0.0,0.0,0.0
3021,0.0,0.0,0.0
3023,0.0,0.0,0.0
3024,0.0,0.0,0.0
3027,0.0,0.0,0.0
3032,0.0,0.0,0.0
3035,0.0,0.0,0.0
3059,0.0,0.0,0.0
3063,0.0,0.0,0.0
3074,0.0,0.0,0.0
3100,0.0,0.0,0.0
3104,0.0,0.0,0.0
3105,0.0,0.0,0.0
3108,0.0,0.0,0.0
3112,0.0,0.0,0.0
3113,0.0,0.0,0.0
3116,0.0,0.0,0.0
3126,0.0,0.0,0.0
3133,0.0,0.0,0.0
3137,0.0,0.0,0.0
3142,0.0,0.0,0.0
3145,0.0,0.0,0.0
3152,0.0,0.0,0.0
3155,0.0,0.0,0.0
3185,0.0,0.0,0.0
3190,0.0,0.0,0.0
3194,0.0,0.0,0.0
3198,0.0,0.0,0.0
3227,0.0,0.0,0.0
3241,0.0,0.0,0.0
3242,0.0,0.0,0.0
3249,0.0,0.0,0.0
3264,0.0,0.0,0.0
3268,0.0,0.0,0.0
3271,0.0,0.0,0.0
3273,0.0,0.0,0.0
3274,0.0,0.0,0.0
3280,0.0,0.0,0.0
3282,0.0,0.0,0.0
3285,0.0,0.0,0.0
3286,0.0,0.0,0.0
3296,0.0,0.0,0.0
3297,0.0,0.0,0.0
3298,0.0,0.0,0.0
3307,0.0,0.0,0.0
3311,0.0,0.0,0.0
3312,0.0,0.0,0.0
3326,0.0,0.0,0.0
3329,0.0,0.0,0.0
3334,0.0,0.0,0.0
3339,0.0,0.0,0.0
3342,0.0,0.0,0.0
3345,0.0,0.0,0.0
3346,0.0,0.0,0.0
3367,0.0,0.0,0.0
3372,0.0,0.0,0.0
3377,0.0,0.0,0.0
3385,0.0,0.0,0.0
3395,0.0,0.0,0.0
3398,0.0,0.0,0.0
3403,0.0,0.0,0.0
3406,0.0,0.0,0.0
3409,0.0,0.0,0.0
3432,0.0,0.0,0.0
3434,0.0,0.0,0.0
3436,0.0,0.0,0.0
3441,0.0,0.0,0.0
3444,0.0,0.0,0.0
3453,0.0,0.0,0.0
3456,0.0,0.0,0.0
3458,0.0,0.0,0.0
3462,0.0,0.0,0.0
3465,0.0,0.0,0.0
3466,0.0,0.0,0.0
3469,0.0,0.0,0.0
3482,0.0,0.0,0.0
3485,0.0,0.0,0.0
3495,0.0,0.0,0.0
3503,0.0,0.0,0.0
3509,0.0,0.0,0.0
3511,0.0,0.0,0.0
3512,0.0,0.0,0.0
3520,0.0,0.0,0.0
3521,0.0,0.0,0.0
3531,0.0,0.0,0.0
3533,0.0,0.0,0.0
3539,0.0,0.0,0.0
3551,0.0,0.0,0.0
3559,0.0,0.0,0.0
3561,0.0,0.0,0.0
3567,0.0,0.0,0.0
3568,0.0,0.0,0.0
3570,0.0,0.0,0.0
3572,0.0,0.0,0.0
3574,0.0,0.0,0.0
3586,0.0,0.0,0.0
3588,0.0,0.0,0.0
3589,0.0,0.0,0.0
3597,0.0,0.0,0.0
3603,0.0,0.0,0.0
3608,0.0,0.0,0.0
3619,0.0,0.0,0.0
3621,0.0,0.0,0.0
3622,0.0,0.0,0.0
3625,0.0,0.0,0.0
3626,0.0,0.0,0.0
3630,0.0,0.0,0.0
3652,0.0,0.0,0.0
3671,0.0,0.0,0.0
3675,0.0,0.0,0.0
3679,0.0,0.0,0.0
3686,0.0,0.0,0.0
3690,0.0,0.0,0.0
3692,0.0,0.0,0.0
3698,0.0,0.0,0.0
3714,0.0,0.0,0.0
3716,0.0,0.0,0.0
3717,0.0,0.0,0.0
3719,0.0,0.0,0.0
3724,0.0,0.0,0.0
3725,0.0,0.0,0.0
3727,0.0,0.0,0.0
3730,0.0,0.0,0.0
3739,0.0,0.0,0.0
3741,0.0,0.0,0.0
3745,0.0,0.0,0.0
3754,0.0,0.0,0.0
3758,0.0,0.0,0.0
3763,0.0,0.0,0.0
3766,0.0,0.0,0.0
3770,0.0,0.0,0.0
3780,0.0,0.0,0.0
3782,0.0,0.0,0.0
3784,0.0,0.0,0.0
3786,0.0,0.0,0.0
3789,0.0,0.0,0.0
3805,0.0,0.0,0.0
3806,0.0,0.0,0.0
3808,0.0,0.0,0.0
3809,0.0,0.0,0.0
3816,0.0,0.0,0.0
3825,0.0,0.0,0.0
3828,0.0,0.0,0.0
3834,0.0,0.0,0.0
3839,0.0,0.0,0.0
3845,0.0,0.0,0.0
3849,0.0,0.0,0.0
3850,0.0,0.0,0.0
3852,0.0,0.0,0.0
3854,0.0,0.0,0.0
3855,0.0,0.0,0.0
3868,0.0,0.0,0.0
3872,0.0,0.0,0.0
3874,0.0,0.0,0.0
3876,0.0,0.0,0.0
3879,0.0,0.0,0.0
3888,0.0,0.0,0.0
3892,0.0,0.0,0.0
3893,0.0,0.0,0.0
3900,0.0,0.0,0.0
3905,0.0,0.0,0.0
3907,0.0,0.0,0.0
3913,0.0,0.0,0.0
3921,0.0,0.0,0.0
3943,0.0,0.0,0.0
3952,0.0,0.0,0.0
3960,0.0,0.0,0.0
3966,0.0,0.0,0.0
3969,0.0,0.0,0.0
3970,0.0,0.0,0.0
3976,0.0,0.0,0.0
3978,0.0,0.0,0.0
3981,0.0,0.0,0.0
3986,0.0,0.0,0.0
3994,0.0,0.0,0.0
3999,0.0,0.0,0.0
4002,0.0,0.0,0.0
4015,0.0,0.0,0.0
4020,0.0,0.0,0.0
4021,0.0,0.0,0.0
4028,0.0,0.0,0.0
4042,0.0,0.0,0.0
4045,0.0,0.0,0.0
4049,0.0,0.0,0.0
4058,0.0,0.0,0.0
4082,0.0,0.0,0.0
4083,0.0,0.0,0.0
4089,0.0,0.0,0.0
4099,0.0,0.0,0.0
4100,0.0,0.0,0.0
4119,0.0,0.0,0.0
4135,0.0,0.0,0.0
4139,0.0,0.0,0.0
4140,0.0,0.0,0.0
4144,0.0,0.0,0.0
4154,0.0,0.0,0.0
4158,0.0,0.0,0.0
4160,0.0,0.0,0.0
4168,0.0,0.0,0.0
4173,0.0,0.0,0.0
4174,0.0,0.0,0.0
4187,0.0,0.0,0.0
4189,0.0,0.0,0.0
4211,0.0,0.0,0.0
4215,0.0,0.0,0.0
4222,0.0,0.0,0.0
4232,0.0,0.0,0.0
4239,0.0,0.0,0.0
4243,0.0,0.0,0.0
4247,0.0,0.0,0.0
4251,0.0,0.0,0.0
4259,0.0,0.0,0.0
4270,0.0,0.0,0.0
4274,0.0,0.0,0.0
4280,0.0,0.0,0.0
4282,0.0,0.0,0.0
4297,0.0,0.0,0.0
4322,0.0,0.0,0.0
4333,0.0,0.0,0.0
4334,0.0,0.0,0.0
4344,0.0,0.0,0.0
4349,0.0,0.0,0.0
4350,0.0,0.0,0.0
4351,0.0,0.0,0.0
4363,0.0,0.0,0.0
4364,0.0,0.0,0.0
4375,0.0,0.0,0.0
4389,0.0,0.0,0.0
4392,0.0,0.0,0.0
4393,0.0,0.0,0.0
4398,0.0,0.0,0.0
4404,0.0,0.0,0.0
4408,0.0,0.0,0.0
4409,0.0,0.0,0.0
4410,0.0,0.0,0.0
4415,0.0,0.0,0.0
4417,0.0,0.0,0.0
4418,0.0,0.0,0.0
4423,0.0,0.0,0.0
4424,0.0,0.0,0.0
4428,0.0,0.0,0.0
4441,0.0,0.0,0.0
4444,0.0,0.0,0.0
4445,0.0,0.0,0.0
4450,0.0,0.0,0.0
4461,0.0,0.0,0.0
4464,0.0,0.0,0.0
4467,0.0,0.0,0.0
4469,0.0,0.0,0.0
4473,0.0,0.0,0.0
4488,0.0,0.0,0.0
4499,0.0,0.0,0.0
4503,0.0,0.0,0.0
4506,0.0,0.0,0.0
4508,0.0,0.0,0.0
4512,0.0,0.0,0.0
4515,0.0,0.0,0.0
4519,0.0,0.0,0.0
4521,0.0,0.0,0.0
4522,0.0,0.0,0.0
4524,0.0,0.0,0.0
4526,0.0,0.0,0.0
4532,0.0,0.0,0.0
4533,0.0,0.0,0.0
4534,0.0,0.0,0.0
4537,0.0,0.0,0.0
4541,0.0,0.0,0.0
4543,0.0,0.0,0.0
4548,0.0,0.0,0.0
4552,0.0,0.0,0.0
4553,0.0,0.0,0.0
4562,0.0,0.0,0.0
4566,0.0,0.0,0.0
4571,0.0,0.0,0.0
4578,0.0,0.0,0.0
4586,0.0,0.0,0.0
4594,0.0,0.0,0.0
4597,0.0,0.0,0.0
4598,0.0,0.0,0.0
4610,0.0,0.0,0.0
4612,0.0,0.0,0.0
4620,0.0,0.0,0.0
4623,0.0,0.0,0.0
4630,0.0,0.0,0.0
4636,0.0,0.0,0.0
4646,0.0,0.0,0.0
4647,0.0,0.0,0.0
4658,0.0,0.0,0.0
4662,0.0,0.0,0.0
4666,0.0,0.0,0.0
4668,0.0,0.0,0.0
4677,0.0,0.0,0.0
4702,0.0,0.0,0.0
4712,0.0,0.0,0.0
4715,0.0,0.0,0.0
4716,0.0,0.0,0.0
4720,0.0,0.0,0.0
4723,0.0,0.0,0.0
4726,0.0,0.0,0.0
4729,0.0,0.0,0.0
4740,0.0,0.0,0.0
4742,0.0,0.0,0.0
4744,0.0,0.0,0.0
4751,0.0,0.0,0.0
4756,0.0,0.0,0.0
4764,0.0,0.0,0.0
4771,0.0,0.0,0.0
4780,0.0,0.0,0.0
4781,0.0,0.0,0.0
4784,0.0,0.0,0.0
4785,0.0,0.0,0.0
4788,0.0,0.0,0.0
4795,0.0,0.0,0.0
4809,0.0,0.0,0.0
4819,0.0,0.0,0.0
4820,0.0,0.0,0.0
4821,0.0,0.0,0.0
4827,0.0,0.0,0.0
4829,0.0,0.0,0.0
4831,0.0,0.0,0.0
4837,0.0,0.0,0.0
4848,0.0,0.0,0.0
4850,0.0,0.0,0.0
4853,0.0,0.0,0.0
4864,0.0,0.0,0.0
4870,0.0,0.0,0.0
4874,0.0,0.0,0.0
4877,0.0,0.0,0.0
4881,0.0,0.0,0.0
4883,0.0,0.0,0.0
4885,0.0,0.0,0.0
4887,0.0,0.0,0.0
4888,0.0,0.0,0.0
4899,0.0,0.0,0.0
4906,0.0,0.0,0.0
4910,0.0,0.0,0.0
4918,0.0,0.0,0.0
4931,0.0,0.0,0.0
4941,0.0,0.0,0.0
4945,0.0,0.0,0.0
4954,0.0,0.0,0.0
4963,0.0,0.0,0.0
4966,0.0,0.0,0.0
4969,0.0,0.0,0.0
4974,0.0,0.0,0.0
4987,0.0,0.0,0.0
4988,0.0,0.0,0.0
4990,0.0,0.0,0.0
4994,0.0,0.0,0.0
4999,0.0,0.0,0.0
5007,0.0,0.0,0.0
5010,0.0,0.0,0.0
5018,0.0,0.0,0.0
5042,0.0,0.0,0.0
5045,0.0,0.0,0.0
5066,0.0,0.0,0.0
5072,0.0,0.0,0.0
5073,0.0,0.0,0.0
5084,0.0,0.0,0.0
5087,0.0,0.0,0.0
5088,0.0,0.0,0.0
5089,0.0,0.0,0.0
5097,0.0,0.0,0.0
5100,0.0,0.0,0.0
5104,0.0,0.0,0.0
5120,0.0,0.0,0.0
5122,0.0,0.0,0.0
5123,0.0,0.0,0.0
5124,0.0,0.0,0.0
5134,0.0,0.0,0.0
5138,0.0,0.0,0.0
5140,0.0,0.0,0.0
5149,0.0,0.0,0.0
5156,0.0,0.0,0.0
5159,0.0,0.0,0.0
5161,0.0,0.0,0.0
5169,0.0,0.0,0.0
5185,0.0,0.0,0.0
5195,0.0,0.0,0.0
5196,0.0,0.0,0.0
5200,0.0,0.0,0.0
5201,0.0,0.0,0.0
5206,0.0,0.0,0.0
5207,0.0,0.0,0.0
5219,0.0,0.0,0.0
5223,0.0,0.0,0.0
5225,0.0,0.0,0.0
5234,0.0,0.0,0.0
5238,0.0,0.0,0.0
5242,0.0,0.0,0.0
5250,0.0,0.0,0.0
5255,0.0,0.0,0.0
5265,0.0,0.0,0.0
5266,0.0,0.0,0.0
5287,0.0,0.0,0.0
5291,0.0,0.0,0.0
5293,0.0,0.0,0.0
5304,0.0,0.0,0.0
